id,userId,user,avatar,vehicle,vehicleId,type,ownerId,city,from,to,days,amount,status,doubleBook,createdAt
BK0386,U202,Neha,N,Yamaha FZ,547,Bike,OWN0274,Dehradun,2024-03-24,2024-03-27,3,1635,completed,False,2024-03-20
BK0387,U341,Aman,A,KTM Duke 200,322,Bike,OWN0832,Nainital,2024-01-31,2024-02-02,2,1304,completed,False,2024-01-31
BK0388,U191,Rohit,R,Yamaha R15,358,Bike,OWN0649,Dehradun,2024-01-03,2024-01-08,5,3310,cancelled,False,2024-01-03
BK0389,U403,Neha,N,Ola S1,992,Scooty,OWN0373,Dehradun,2024-02-14,2024-02-21,7,4452,upcoming,False,2024-01-20
BK0390,U427,Pooja,P,Yamaha Fascino,500,Scooty,OWN0767,Rishikesh,2024-03-05,2024-03-08,3,1710,completed,False,2024-02-21
BK0391,U023,Aditi,A,Yamaha FZ,160,Bike,OWN0592,Rishikesh,2024-03-08,2024-03-15,7,4039,cancelled,False,2024-01-16
BK0392,U398,Rohit,R,KTM Duke 200,199,Bike,OWN0682,Haridwar,2024-01-22,2024-01-26,4,2712,completed,False,2024-01-21
BK0393,U403,Neha,N,Suzuki Access,986,Scooty,OWN0856,Nainital,2024-02-08,2024-02-14,6,3774,ongoing,True,2024-01-02
BK0394,U239,Pooja,P,i20,105,Car,OWN0471,Rishikesh,2024-02-21,2024-02-24,3,5271,upcoming,False,2024-01-29
BK0395,U325,Pooja,P,Suzuki Access,734,Scooty,OWN0730,Mussoorie,2024-02-02,2024-02-03,1,581,cancelled,False,2024-02-01
BK0396,U369,Karan,K,RE Classic 350,829,Bike,OWN0910,Dehradun,2024-03-29,2024-04-05,7,5075,completed,False,2024-01-16
BK0397,U285,Priya,P,Yamaha R15,358,Bike,OWN0649,Dehradun,2024-02-10,2024-02-16,6,3972,upcoming,False,2024-01-03
BK0398,U266,Priya,P,Yamaha FZ,730,Bike,OWN0654,Rishikesh,2024-03-04,2024-03-06,2,1010,completed,False,2024-02-21
BK0399,U019,Neha,N,Swift,126,Car,OWN0778,Dehradun,2024-01-04,2024-01-08,4,6240,completed,False,2024-01-04
BK0400,U052,Sneha,S,TVS Jupiter,20,Scooty,OWN0114,Nainital,2024-02-28,2024-02-29,1,584,completed,False,2024-01-02
BK0401,U338,Rohit,R,Creta,867,Car,OWN0060,Dehradun,2024-04-07,2024-04-08,1,2739,completed,False,2024-01-05
BK0402,U482,Karan,K,Sonet,393,Car,OWN0930,Dehradun,2024-03-14,2024-03-18,4,8684,upcoming,False,2024-01-05
BK0403,U251,Aditi,A,Suzuki Access,557,Scooty,OWN0382,Haridwar,2024-03-30,2024-04-03,4,2600,upcoming,False,2024-03-08
BK0404,U161,Karan,K,KTM Duke 200,322,Bike,OWN0832,Nainital,2024-01-13,2024-01-19,6,3912,ongoing,False,2024-01-03
BK0405,U057,Rohit,R,City,768,Car,OWN0922,Chakrata,2024-02-16,2024-02-23,7,16926,upcoming,False,2024-01-16
BK0406,U341,Aman,A,Suzuki Access,563,Scooty,OWN0934,Mussoorie,2024-03-15,2024-03-22,7,4053,ongoing,False,2024-02-01
BK0407,U181,Arjun,A,Ather 450X,203,Scooty,OWN0904,Mussoorie,2024-02-24,2024-03-02,7,4669,upcoming,False,2024-01-24
BK0408,U451,Neha,N,Nexon,690,Car,OWN0764,Dehradun,2024-02-15,2024-02-22,7,14602,cancelled,False,2024-01-27
BK0409,U024,Rahul,R,Swift,501,Car,OWN0682,Mussoorie,2024-02-28,2024-02-29,1,1534,completed,False,2024-02-04
BK0410,U110,Karan,K,RE Classic 350,277,Bike,OWN0254,Rishikesh,2024-01-11,2024-01-18,7,4172,completed,False,2024-01-06
BK0411,U420,Aman,A,Ola S1,110,Scooty,OWN0090,Dehradun,2024-01-25,2024-02-01,7,4536,upcoming,True,2024-01-09
BK0412,U098,Rohit,R,Yamaha R15,49,Bike,OWN0004,Rishikesh,2024-02-29,2024-03-05,5,3655,completed,False,2024-02-10
BK0413,U159,Arjun,A,Sonet,999,Car,OWN0374,Rishikesh,2024-01-30,2024-02-04,5,10960,ongoing,False,2024-01-22
BK0414,U473,Pooja,P,Sonet,231,Car,OWN0146,Haridwar,2024-03-02,2024-03-05,3,6321,cancelled,False,2024-02-06
BK0415,U212,Rahul,R,Creta,453,Car,OWN0264,Mussoorie,2024-01-09,2024-01-16,7,18578,cancelled,False,2024-01-01
BK0416,U101,Aman,A,KTM Duke 200,721,Bike,OWN0742,Dehradun,2024-03-26,2024-04-02,7,4627,completed,False,2024-02-28
BK0417,U345,Aditi,A,Hero Splendor Plus,739,Bike,OWN0895,Dehradun,2024-02-16,2024-02-18,2,648,cancelled,False,2024-01-24
BK0418,U288,Rohit,R,i10,834,Car,OWN0861,Rishikesh,2024-02-19,2024-02-21,2,3128,completed,False,2024-01-22
BK0419,U093,Pooja,P,i10,972,Car,OWN0599,Chakrata,2024-02-23,2024-02-29,6,9336,completed,False,2024-01-31
BK0420,U415,Neha,N,Nexon,606,Car,OWN0919,Dehradun,2024-03-31,2024-04-03,3,6495,cancelled,False,2024-01-19
BK0421,U454,Sneha,S,Creta,519,Car,OWN0683,Haridwar,2024-03-07,2024-03-14,7,18641,completed,False,2024-01-14
BK0422,U046,Rahul,R,Honda Activa,830,Scooty,OWN0490,Mussoorie,2024-03-27,2024-03-29,2,1272,completed,False,2024-01-22
BK0423,U039,Neha,N,RE Classic 350,271,Bike,OWN0166,Rishikesh,2024-03-25,2024-03-31,6,3618,completed,False,2024-01-21
BK0424,U413,Priya,P,Sonet,387,Car,OWN0632,Dehradun,2024-01-14,2024-01-15,1,2007,upcoming,False,2024-01-11
BK0425,U280,Karan,K,i10,582,Car,OWN0033,Rishikesh,2024-01-19,2024-01-26,7,11606,completed,False,2024-01-10
BK0426,U202,Neha,N,Sonet,777,Car,OWN0185,Rishikesh,2024-02-10,2024-02-17,7,15372,ongoing,False,2024-02-10
BK0427,U323,Aditi,A,Hero Splendor Plus,280,Bike,OWN0976,Nainital,2024-02-17,2024-02-21,4,1600,cancelled,False,2024-01-24
BK0428,U352,Aman,A,Suzuki Access,839,Scooty,OWN0417,Rishikesh,2024-02-05,2024-02-08,3,1776,completed,False,2024-01-08
BK0429,U267,Rohit,R,Bajaj Avenger 220,100,Bike,OWN0560,Rishikesh,2024-03-29,2024-04-05,7,4459,upcoming,False,2024-02-13
BK0430,U044,Sneha,S,Nexon,219,Car,OWN0306,Dehradun,2024-02-27,2024-03-02,4,8200,completed,False,2024-01-02
BK0431,U352,Aman,A,Honda Activa,347,Scooty,OWN0389,Haridwar,2024-01-08,2024-01-10,2,1160,completed,False,2024-01-02
BK0432,U354,Pooja,P,Honda Activa,608,Scooty,OWN0959,Mussoorie,2024-02-26,2024-02-28,2,1284,cancelled,False,2024-01-20
BK0433,U400,Aman,A,RE Classic 350,103,Bike,OWN0869,Haridwar,2024-02-05,2024-02-10,5,3060,upcoming,False,2024-01-17
BK0434,U196,Aman,A,Creta,687,Car,OWN0602,Mussoorie,2024-01-22,2024-01-24,2,5698,completed,False,2024-01-09
BK0435,U339,Rahul,R,Bajaj Avenger 220,535,Bike,OWN0225,Dehradun,2024-01-26,2024-01-28,2,1176,completed,False,2024-01-02
BK0436,U461,Rohit,R,Bajaj Avenger 220,100,Bike,OWN0560,Rishikesh,2024-01-24,2024-01-25,1,637,ongoing,False,2024-01-07
BK0437,U467,Arjun,A,Swift,399,Car,OWN0877,Dehradun,2024-01-26,2024-01-27,1,1549,completed,False,2024-01-25
BK0438,U203,Neha,N,Bajaj Avenger 220,943,Bike,OWN0150,Dehradun,2024-02-29,2024-03-03,3,2037,upcoming,True,2024-02-06
BK0439,U006,Aditi,A,i10,432,Car,OWN0157,Auli,2024-03-26,2024-04-01,6,9462,upcoming,False,2024-03-10
BK0440,U122,Rahul,R,Swift,795,Car,OWN0179,Rishikesh,2024-02-18,2024-02-22,4,6172,completed,False,2024-01-24
BK0441,U002,Rahul,R,City,495,Car,OWN0756,Mussoorie,2024-03-24,2024-03-28,4,9936,upcoming,False,2024-01-09
BK0442,U326,Karan,K,KTM Duke 200,427,Bike,OWN0402,Haridwar,2024-01-13,2024-01-15,2,1446,upcoming,False,2024-01-05
BK0443,U280,Karan,K,i10,537,Car,OWN0148,Rishikesh,2024-03-07,2024-03-14,7,10402,ongoing,False,2024-02-08
BK0444,U053,Aman,A,TVS Apache RTR 160,514,Bike,OWN0382,Dehradun,2024-03-14,2024-03-18,4,1960,completed,True,2024-01-21
BK0445,U199,Rohit,R,TVS Jupiter,866,Scooty,OWN0326,Dehradun,2024-03-24,2024-03-27,3,1779,completed,False,2024-02-02
BK0446,U315,Rahul,R,Ather 450X,440,Scooty,OWN0762,Auli,2024-02-08,2024-02-12,4,2700,completed,False,2024-01-06
BK0447,U206,Priya,P,Suzuki Access,38,Scooty,OWN0281,Haridwar,2024-04-01,2024-04-04,3,1752,cancelled,False,2024-03-18
BK0448,U350,Arjun,A,City,21,Car,OWN0441,Rishikesh,2024-02-02,2024-02-06,4,9816,upcoming,True,2024-02-01
BK0449,U331,Karan,K,Yamaha R15,16,Bike,OWN0382,Nainital,2024-02-08,2024-02-10,2,1342,completed,False,2024-01-08
BK0450,U362,Pooja,P,KTM Duke 200,985,Bike,OWN0045,Dehradun,2024-02-27,2024-03-03,5,3815,cancelled,False,2024-02-05
BK0451,U036,Aditi,A,Sonet,756,Car,OWN0180,Rishikesh,2024-02-17,2024-02-24,7,14182,upcoming,False,2024-01-13
BK0452,U204,Arjun,A,Baleno,558,Car,OWN0171,Mussoorie,2024-03-15,2024-03-17,2,3564,ongoing,False,2024-01-02
BK0453,U237,Karan,K,Ather 450X,284,Scooty,OWN0677,Rishikesh,2024-01-16,2024-01-18,2,1396,completed,False,2024-01-03
BK0454,U307,Aditi,A,Maruti Alto,255,Car,OWN0044,Dehradun,2024-02-20,2024-02-26,6,6306,cancelled,False,2024-01-22
BK0455,U488,Karan,K,Suzuki Access,176,Scooty,OWN0333,Rishikesh,2024-01-01,2024-01-05,4,2500,completed,False,2024-01-01
BK0456,U293,Neha,N,Swift,753,Car,OWN0214,Nainital,2024-01-04,2024-01-11,7,10612,upcoming,False,2024-01-04
BK0457,U188,Aman,A,TVS Ntorq,812,Scooty,OWN0251,Dehradun,2024-03-06,2024-03-09,3,2037,completed,False,2024-01-30
BK0458,U102,Pooja,P,i10,792,Car,OWN0285,Dehradun,2024-03-10,2024-03-13,3,4644,completed,False,2024-02-08
BK0459,U099,Aman,A,WagonR,699,Car,OWN0455,Mussoorie,2024-03-20,2024-03-27,7,10122,upcoming,False,2024-02-22
BK0460,U186,Sneha,S,Yamaha R15,460,Bike,OWN0025,Dehradun,2024-02-11,2024-02-13,2,1446,completed,False,2024-01-22
BK0461,U471,Sneha,S,TVS Ntorq,260,Scooty,OWN0304,Rishikesh,2024-03-14,2024-03-18,4,2504,completed,False,2024-02-14
BK0462,U063,Rahul,R,Maruti Alto,27,Car,OWN0212,Dehradun,2024-04-04,2024-04-06,2,2388,completed,False,2024-01-12
BK0463,U078,Neha,N,i20,933,Car,OWN0154,Rishikesh,2024-02-01,2024-02-06,5,9440,completed,False,2024-01-22
BK0464,U189,Aman,A,Bajaj Avenger 220,526,Bike,OWN0329,Mussoorie,2024-03-15,2024-03-21,6,3834,cancelled,False,2024-03-15
BK0465,U007,Rahul,R,Yamaha R15,955,Bike,OWN0615,Dehradun,2024-02-13,2024-02-15,2,1380,cancelled,False,2024-01-30
BK0466,U052,Sneha,S,KTM Duke 200,505,Bike,OWN0874,Lansdowne,2024-01-11,2024-01-15,4,2644,upcoming,False,2024-01-04
BK0467,U017,Karan,K,City,354,Car,OWN0387,Haridwar,2024-03-05,2024-03-09,4,9772,ongoing,False,2024-02-08
BK0468,U038,Aman,A,Bajaj Avenger 220,133,Bike,OWN0416,Mussoorie,2024-03-30,2024-04-02,3,1737,completed,True,2024-01-12
BK0469,U494,Arjun,A,Creta,402,Car,OWN0534,Mussoorie,2024-03-10,2024-03-13,3,8385,completed,False,2024-02-11
BK0470,U107,Rahul,R,Honda Activa,245,Scooty,OWN0187,Dehradun,2024-02-19,2024-02-23,4,2576,upcoming,False,2024-02-18
BK0471,U286,Aman,A,Baleno,465,Car,OWN0329,Haridwar,2024-02-21,2024-02-28,7,11669,ongoing,False,2024-02-12
BK0472,U224,Priya,P,City,879,Car,OWN0619,Dehradun,2024-01-02,2024-01-03,1,2356,completed,False,2024-01-02
BK0473,U167,Karan,K,Suzuki Access,965,Scooty,OWN0004,Haridwar,2024-04-01,2024-04-07,6,3510,upcoming,False,2024-02-28
BK0474,U347,Sneha,S,Baleno,651,Car,OWN0358,Nainital,2024-01-30,2024-02-05,6,10266,completed,False,2024-01-16
BK0475,U390,Aman,A,Maruti Alto,243,Car,OWN0602,Lansdowne,2024-01-30,2024-01-31,1,1297,completed,False,2024-01-19
BK0476,U406,Aditi,A,TVS Ntorq,431,Scooty,OWN0241,Rishikesh,2024-04-02,2024-04-08,6,3798,cancelled,False,2024-03-04
BK0477,U459,Aman,A,RE Classic 350,271,Bike,OWN0166,Rishikesh,2024-02-13,2024-02-20,7,4221,completed,False,2024-01-20
BK0478,U278,Priya,P,WagonR,288,Car,OWN0643,Rishikesh,2024-01-06,2024-01-11,5,6780,upcoming,False,2024-01-04
BK0479,U372,Sneha,S,City,822,Car,OWN0780,Haridwar,2024-01-15,2024-01-17,2,4832,upcoming,False,2024-01-06
BK0480,U199,Rohit,R,City,21,Car,OWN0441,Rishikesh,2024-02-13,2024-02-20,7,17178,completed,False,2024-01-04
BK0481,U233,Rohit,R,Nexon,609,Car,OWN0330,Dehradun,2024-03-15,2024-03-22,7,15008,completed,False,2024-02-08
BK0482,U412,Aditi,A,Nexon,489,Car,OWN0508,Haridwar,2024-01-16,2024-01-20,4,8992,completed,False,2024-01-16
BK0483,U489,Pooja,P,Ather 450X,590,Scooty,OWN0674,Nainital,2024-02-20,2024-02-24,4,2936,completed,False,2024-01-24
BK0484,U149,Aditi,A,Nexon,690,Car,OWN0764,Dehradun,2024-02-14,2024-02-20,6,12516,ongoing,False,2024-01-10
BK0485,U263,Pooja,P,Swift,579,Car,OWN0885,Haridwar,2024-02-28,2024-03-06,7,10990,completed,False,2024-02-13
BK0486,U296,Sneha,S,i20,216,Car,OWN0919,Haridwar,2024-03-05,2024-03-08,3,5502,completed,False,2024-01-04
BK0487,U389,Priya,P,Yamaha Fascino,209,Scooty,OWN0593,Rishikesh,2024-01-02,2024-01-07,5,2725,upcoming,False,2024-01-02
BK0488,U271,Rahul,R,City,879,Car,OWN0619,Dehradun,2024-04-04,2024-04-07,3,7068,ongoing,True,2024-02-25
BK0489,U195,Rahul,R,Maruti Alto,741,Car,OWN0944,Dehradun,2024-04-03,2024-04-08,5,6595,upcoming,False,2024-03-24
BK0490,U368,Karan,K,Suzuki Access,884,Scooty,OWN0862,Rishikesh,2024-01-09,2024-01-13,4,2328,completed,False,2024-01-07
BK0491,U401,Aditi,A,Bajaj Avenger 220,562,Bike,OWN0718,Haridwar,2024-01-05,2024-01-09,4,2416,upcoming,False,2024-01-04
BK0492,U453,Priya,P,TVS Ntorq,452,Scooty,OWN0561,Dehradun,2024-02-26,2024-03-01,4,2544,upcoming,False,2024-01-03
BK0493,U388,Neha,N,Bajaj Pulsar 150,670,Bike,OWN0782,Dehradun,2024-03-13,2024-03-15,2,742,upcoming,False,2024-02-22
BK0494,U074,Rohit,R,Yamaha Fascino,386,Scooty,OWN0978,Haridwar,2024-03-04,2024-03-06,2,1180,ongoing,False,2024-02-26
BK0495,U036,Aditi,A,Creta,687,Car,OWN0602,Mussoorie,2024-01-11,2024-01-18,7,19943,completed,False,2024-01-04
BK0496,U184,Rohit,R,KTM Duke 200,127,Bike,OWN0003,Mussoorie,2024-03-11,2024-03-13,2,1404,upcoming,False,2024-01-24
BK0497,U339,Rahul,R,Maruti Alto,813,Car,OWN0851,Haridwar,2024-02-22,2024-02-23,1,1253,upcoming,False,2024-02-11
BK0498,U470,Aman,A,Bajaj Pulsar 150,172,Bike,OWN1000,Rishikesh,2024-01-26,2024-01-29,3,1182,completed,False,2024-01-22
BK0499,U483,Pooja,P,Swift,795,Car,OWN0179,Rishikesh,2024-01-07,2024-01-09,2,3086,completed,False,2024-01-05
BK0500,U476,Aditi,A,TVS Ntorq,236,Scooty,OWN0652,Mussoorie,2024-02-05,2024-02-08,3,2088,completed,True,2024-01-26
BK0501,U417,Pooja,P,Maruti Alto,726,Car,OWN0154,Dehradun,2024-02-18,2024-02-19,1,1264,upcoming,False,2024-01-17
BK0502,U363,Neha,N,Honda Activa,233,Scooty,OWN0030,Dehradun,2024-01-01,2024-01-07,6,3690,ongoing,False,2024-01-01
BK0503,U098,Rohit,R,TVS Ntorq,350,Scooty,OWN0667,Rishikesh,2024-03-09,2024-03-13,4,2680,ongoing,False,2024-01-18
BK0504,U307,Aditi,A,Yamaha FZ,313,Bike,OWN0436,Haridwar,2024-01-18,2024-01-19,1,615,upcoming,False,2024-01-16
BK0505,U367,Aman,A,WagonR,855,Car,OWN0121,Mussoorie,2024-01-05,2024-01-06,1,1235,completed,False,2024-01-03
BK0506,U130,Sneha,S,Yamaha FZ,544,Bike,OWN0300,Dehradun,2024-03-12,2024-03-19,7,3766,completed,False,2024-03-02
BK0507,U400,Aman,A,Hero Splendor Plus,970,Bike,OWN0226,Dehradun,2024-02-01,2024-02-04,3,1254,completed,False,2024-01-01
BK0508,U132,Neha,N,Creta,171,Car,OWN0434,Rishikesh,2024-02-14,2024-02-17,3,8382,completed,False,2024-02-03
BK0509,U411,Arjun,A,TVS Apache RTR 160,7,Bike,OWN0995,Mussoorie,2024-02-01,2024-02-04,3,1689,ongoing,False,2024-01-20
BK0510,U497,Rohit,R,Yamaha R15,136,Bike,OWN0702,Rishikesh,2024-02-12,2024-02-15,3,1953,completed,False,2024-01-28
BK0511,U282,Priya,P,Maruti Alto,543,Car,OWN0917,Rishikesh,2024-02-27,2024-03-04,6,7728,upcoming,False,2024-02-13
BK0512,U093,Pooja,P,Ola S1,44,Scooty,OWN0612,Mussoorie,2024-04-02,2024-04-04,2,1252,upcoming,False,2024-01-22
BK0513,U063,Rahul,R,Yamaha R15,256,Bike,OWN0475,Mussoorie,2024-03-02,2024-03-03,1,714,completed,False,2024-01-06
BK0514,U319,Sneha,S,Swift,993,Car,OWN0401,Auli,2024-02-11,2024-02-17,6,8910,upcoming,False,2024-01-27
BK0515,U473,Pooja,P,Yamaha R15,214,Bike,OWN0484,Haridwar,2024-03-14,2024-03-19,5,3260,upcoming,False,2024-03-01
BK0516,U290,Sneha,S,Bajaj Avenger 220,538,Bike,OWN0486,Lansdowne,2024-03-02,2024-03-09,7,4004,completed,False,2024-02-03
BK0517,U255,Rohit,R,Yamaha FZ,208,Bike,OWN0264,Haridwar,2024-03-30,2024-04-06,7,3465,completed,False,2024-01-21
BK0518,U413,Priya,P,WagonR,318,Car,OWN0449,Nainital,2024-02-16,2024-02-21,5,6470,ongoing,False,2024-01-08
BK0519,U243,Arjun,A,Ola S1,938,Scooty,OWN0728,Dehradun,2024-03-14,2024-03-20,6,4098,ongoing,False,2024-01-15
BK0520,U219,Pooja,P,Sonet,9,Car,OWN0323,Rishikesh,2024-01-25,2024-01-27,2,3964,cancelled,False,2024-01-18
BK0521,U260,Neha,N,TVS Apache RTR 160,7,Bike,OWN0995,Mussoorie,2024-01-01,2024-01-05,4,2252,completed,False,2024-01-01
BK0522,U092,Rohit,R,i10,540,Car,OWN0151,Nainital,2024-02-09,2024-02-13,4,6908,completed,False,2024-01-10
BK0523,U481,Pooja,P,Yamaha R15,22,Bike,OWN0998,Haridwar,2024-03-28,2024-03-30,2,1288,completed,False,2024-03-24
BK0524,U386,Sneha,S,KTM Duke 200,4,Bike,OWN0746,Dehradun,2024-04-02,2024-04-03,1,778,upcoming,False,2024-02-16
BK0525,U485,Rohit,R,City,279,Car,OWN0995,Dehradun,2024-02-20,2024-02-21,1,2513,completed,False,2024-02-09
BK0526,U071,Aman,A,i10,675,Car,OWN0883,Dehradun,2024-03-30,2024-04-06,7,11991,completed,False,2024-02-04
BK0527,U208,Rahul,R,Swift,426,Car,OWN0104,Haridwar,2024-02-29,2024-03-02,2,3100,completed,False,2024-01-02
BK0528,U400,Aman,A,Ather 450X,101,Scooty,OWN0712,Mussoorie,2024-01-22,2024-01-25,3,2136,ongoing,False,2024-01-19
BK0529,U230,Rohit,R,Bajaj Pulsar 150,259,Bike,OWN0877,Dehradun,2024-01-22,2024-01-25,3,1305,completed,False,2024-01-13
BK0530,U029,Rahul,R,TVS Apache RTR 160,493,Bike,OWN0938,Mussoorie,2024-02-13,2024-02-18,5,2340,completed,False,2024-01-13
BK0531,U104,Arjun,A,TVS Jupiter,14,Scooty,OWN0818,Rishikesh,2024-02-17,2024-02-22,5,3100,upcoming,False,2024-01-10
BK0532,U462,Arjun,A,TVS Apache RTR 160,244,Bike,OWN0105,Dehradun,2024-03-12,2024-03-18,6,2760,completed,False,2024-01-02
BK0533,U219,Pooja,P,City,51,Car,OWN0014,Nainital,2024-01-12,2024-01-19,7,16576,completed,False,2024-01-10
BK0534,U079,Karan,K,Yamaha R15,235,Bike,OWN0903,Rishikesh,2024-02-21,2024-02-23,2,1520,upcoming,False,2024-02-17
BK0535,U340,Arjun,A,TVS Ntorq,545,Scooty,OWN0524,Mussoorie,2024-03-05,2024-03-08,3,2079,cancelled,False,2024-02-28
BK0536,U004,Neha,N,TVS Jupiter,98,Scooty,OWN0581,Rishikesh,2024-01-06,2024-01-09,3,1788,cancelled,False,2024-01-04
BK0537,U255,Rohit,R,WagonR,624,Car,OWN0198,Lansdowne,2024-03-02,2024-03-09,7,8463,cancelled,False,2024-02-09
BK0538,U067,Aditi,A,TVS Jupiter,359,Scooty,OWN0590,Rishikesh,2024-03-14,2024-03-15,1,572,completed,True,2024-03-12
BK0539,U080,Arjun,A,Suzuki Access,563,Scooty,OWN0934,Mussoorie,2024-04-02,2024-04-08,6,3474,completed,False,2024-01-30
BK0540,U361,Sneha,S,Sonet,153,Car,OWN0977,Dehradun,2024-02-27,2024-03-03,5,11020,completed,False,2024-02-06
BK0541,U332,Karan,K,TVS Ntorq,872,Scooty,OWN0336,Rishikesh,2024-04-06,2024-04-08,2,1382,upcoming,False,2024-03-05
BK0542,U083,Aman,A,Honda Activa,608,Scooty,OWN0959,Mussoorie,2024-02-13,2024-02-14,1,642,upcoming,False,2024-02-10
BK0543,U466,Rahul,R,Sonet,381,Car,OWN0580,Dehradun,2024-01-16,2024-01-19,3,6351,completed,False,2024-01-07
BK0544,U411,Arjun,A,Yamaha FZ,619,Bike,OWN0199,Dehradun,2024-02-26,2024-03-03,6,3654,completed,False,2024-01-11
BK0545,U499,Priya,P,TVS Jupiter,20,Scooty,OWN0114,Nainital,2024-02-29,2024-03-07,7,4088,completed,False,2024-01-30
BK0546,U155,Karan,K,TVS Jupiter,713,Scooty,OWN0540,Dehradun,2024-01-15,2024-01-22,7,4074,completed,False,2024-01-05
BK0547,U288,Rohit,R,Creta,831,Car,OWN0082,Rishikesh,2024-01-31,2024-02-04,4,10532,upcoming,False,2024-01-13
BK0548,U067,Aditi,A,Yamaha FZ,355,Bike,OWN0639,Chakrata,2024-01-11,2024-01-16,5,2955,upcoming,False,2024-01-04
BK0549,U355,Aman,A,Swift,72,Car,OWN0902,Dehradun,2024-02-08,2024-02-10,2,3060,upcoming,False,2024-01-31
BK0550,U373,Aditi,A,TVS Jupiter,461,Scooty,OWN0048,Dehradun,2024-04-07,2024-04-09,2,1166,upcoming,False,2024-02-29
BK0551,U246,Aman,A,Suzuki Access,176,Scooty,OWN0333,Rishikesh,2024-02-03,2024-02-10,7,4375,completed,False,2024-01-20
BK0552,U102,Pooja,P,WagonR,645,Car,OWN0530,Rishikesh,2024-02-08,2024-02-11,3,3567,upcoming,False,2024-02-03
BK0553,U254,Neha,N,Hero Splendor Plus,169,Bike,OWN0155,Mussoorie,2024-02-18,2024-02-23,5,1845,completed,False,2024-01-22
BK0554,U463,Sneha,S,Yamaha Fascino,416,Scooty,OWN0302,Dehradun,2024-04-01,2024-04-08,7,4102,completed,False,2024-03-07
BK0555,U444,Rohit,R,WagonR,693,Car,OWN0760,Mussoorie,2024-01-06,2024-01-12,6,6948,completed,False,2024-01-05
BK0556,U025,Rohit,R,Ather 450X,782,Scooty,OWN0716,Rishikesh,2024-01-29,2024-02-05,7,4830,completed,False,2024-01-21
BK0557,U010,Pooja,P,City,657,Car,OWN0032,Rishikesh,2024-01-17,2024-01-20,3,7110,completed,False,2024-01-14
BK0558,U493,Priya,P,Yamaha R15,52,Bike,OWN0828,Rishikesh,2024-01-04,2024-01-10,6,4506,cancelled,True,2024-01-03
BK0559,U005,Aditi,A,RE Classic 350,616,Bike,OWN0673,Dehradun,2024-02-23,2024-02-24,1,579,cancelled,False,2024-01-15
BK0560,U245,Sneha,S,Swift,426,Car,OWN0104,Haridwar,2024-02-06,2024-02-08,2,3100,completed,False,2024-01-09
BK0561,U065,Priya,P,Creta,375,Car,OWN0392,Rishikesh,2024-03-17,2024-03-20,3,7659,completed,False,2024-01-29
BK0562,U212,Rahul,R,WagonR,801,Car,OWN0834,Rishikesh,2024-01-30,2024-02-04,5,6205,completed,False,2024-01-03
BK0563,U368,Karan,K,i20,981,Car,OWN0563,Haridwar,2024-03-21,2024-03-24,3,5151,completed,False,2024-02-12
BK0564,U076,Pooja,P,RE Classic 350,478,Bike,OWN0403,Mussoorie,2024-01-14,2024-01-16,2,1206,cancelled,False,2024-01-08
BK0565,U095,Karan,K,Creta,840,Car,OWN0003,Dehradun,2024-02-20,2024-02-22,2,5290,completed,False,2024-01-17
BK0566,U252,Priya,P,City,984,Car,OWN0546,Rishikesh,2024-02-12,2024-02-19,7,17227,ongoing,False,2024-01-01
BK0567,U450,Rahul,R,Maruti Alto,12,Car,OWN0112,Rishikesh,2024-01-09,2024-01-15,6,6510,upcoming,False,2024-01-04
BK0568,U112,Aman,A,Ather 450X,338,Scooty,OWN0084,Mussoorie,2024-03-08,2024-03-13,5,3650,cancelled,False,2024-02-09
BK0569,U084,Rohit,R,Sonet,162,Car,OWN0026,Auli,2024-03-09,2024-03-14,5,9800,upcoming,False,2024-02-11
BK0570,U316,Priya,P,TVS Jupiter,428,Scooty,OWN0980,Auli,2024-02-23,2024-02-29,6,3876,cancelled,False,2024-01-31
BK0571,U409,Sneha,S,Nexon,957,Car,OWN0898,Dehradun,2024-02-15,2024-02-16,1,2261,completed,False,2024-01-02
BK0572,U405,Aditi,A,Yamaha Fascino,173,Scooty,OWN0850,Nainital,2024-02-25,2024-02-27,2,1180,cancelled,False,2024-02-17
BK0573,U155,Karan,K,City,477,Car,OWN0442,Mussoorie,2024-01-31,2024-02-06,6,15510,ongoing,False,2024-01-02
BK0574,U369,Karan,K,Yamaha FZ,208,Bike,OWN0264,Haridwar,2024-03-18,2024-03-20,2,990,upcoming,True,2024-01-05
BK0575,U361,Sneha,S,Honda Activa,995,Scooty,OWN0261,Rishikesh,2024-01-08,2024-01-14,6,3840,ongoing,False,2024-01-08
BK0576,U209,Karan,K,Yamaha R15,70,Bike,OWN0966,Mussoorie,2024-03-23,2024-03-30,7,4879,completed,False,2024-02-27
BK0577,U258,Aditi,A,Swift,501,Car,OWN0682,Mussoorie,2024-04-04,2024-04-06,2,3068,cancelled,False,2024-02-03
BK0578,U338,Rohit,R,Bajaj Avenger 220,961,Bike,OWN0573,Haridwar,2024-04-01,2024-04-02,1,572,completed,False,2024-02-01
BK0579,U064,Neha,N,City,411,Car,OWN0280,Nainital,2024-03-04,2024-03-09,5,12565,upcoming,False,2024-01-08
