id,code,type,discount,from,to,uses,maxUses,active,city,vehicleType,createdBy
PRO0482,WEEKEND300,Flat,300,2024-02-26,2024-03-09,195,500,True,Haridwar,Scooty,Priya Admin
PRO0483,SPEED20OFF,Percentage,20,2024-03-29,2024-04-10,314,200,True,Nainital,Scooty,Arjun Sharma
PRO0484,RIDE500,Flat,500,2024-01-03,2024-01-16,1,500,False,Dehradun,All,Arjun Sharma
PRO0485,GO20OFF,Percentage,20,2024-03-30,2024-04-17,498,100,False,Mussoorie,Bike,Priya Admin
PRO0486,SUMMER20,Percentage,20,2024-03-22,2024-04-02,276,1000,False,Dehradun,Bike,Arjun Sharma
PRO0487,BIKE50OFF,Flat,50,2024-03-06,2024-03-11,118,500,False,Dehradun,Car,Priya Admin
PRO0488,FLAT150DEAL,Flat,150,2024-03-25,2024-04-19,393,500,False,All,Scooty,Priya Admin
PRO0489,HILL15NOW,Percentage,15,2024-02-06,2024-03-05,472,100,True,Dehradun,Scooty,Priya Admin
PRO0490,SAVE250OFF,Flat,250,2024-03-14,2024-04-09,444,100,False,Rishikesh,Bike,Priya Admin
PRO0491,MOUNTAIN250OFF,Flat,250,2024-03-09,2024-04-08,231,1000,True,Mussoorie,Car,Arjun Sharma
PRO0492,HILL25,Percentage,25,2024-03-04,2024-03-23,14,500,True,Mussoorie,All,Arjun Sharma
PRO0493,FLAT10,Percentage,10,2024-02-21,2024-03-01,57,500,True,Dehradun,Bike,Priya Admin
PRO0494,TREK10,Percentage,10,2024-03-31,2024-04-13,311,200,True,Rishikesh,Car,Priya Admin
PRO0495,GO20OFF,Percentage,20,2024-03-27,2024-04-04,452,500,True,Nainital,All,Arjun Sharma
PRO0496,WEEKEND300DEAL,Flat,300,2024-01-17,2024-01-21,125,200,True,All,Bike,Arjun Sharma
PRO0497,SPEED15NOW,Percentage,15,2024-03-02,2024-03-24,220,1000,True,Dehradun,All,Priya Admin
PRO0498,BIKE25,Percentage,25,2024-02-04,2024-02-08,110,1000,True,Dehradun,Scooty,Priya Admin
PRO0499,TREK15,Percentage,15,2024-03-24,2024-03-30,376,1000,True,Haridwar,All,Priya Admin
PRO0500,WEEKEND50,Flat,50,2024-03-20,2024-03-27,369,500,False,Nainital,Car,Arjun Sharma
PRO0501,WEEKEND50DEAL,Flat,50,2024-03-13,2024-03-24,479,1000,True,Nainital,Car,Arjun Sharma
PRO0502,HILL50DEAL,Flat,50,2024-01-13,2024-01-17,442,200,True,Haridwar,Scooty,Arjun Sharma
PRO0503,TREK15DEAL,Percentage,15,2024-03-01,2024-03-29,24,200,False,Rishikesh,Bike,Arjun Sharma
PRO0504,FLAT10DEAL,Percentage,10,2024-03-01,2024-03-09,450,500,False,Mussoorie,Car,Priya Admin
PRO0505,HILL10,Percentage,10,2024-03-28,2024-03-31,162,500,True,Rishikesh,Scooty,Priya Admin
PRO0506,SPEED100NOW,Flat,100,2024-01-31,2024-02-22,341,1000,True,Mussoorie,Scooty,Priya Admin
PRO0507,WEEKEND20NOW,Percentage,20,2024-01-26,2024-02-15,218,200,True,Mussoorie,Car,Arjun Sharma
PRO0508,TREK20OFF,Percentage,20,2024-01-27,2024-02-13,86,500,False,Dehradun,Scooty,Priya Admin
PRO0509,SAVE10DEAL,Percentage,10,2024-02-21,2024-02-26,155,500,True,Nainital,All,Priya Admin
PRO0510,FLAT150,Flat,150,2024-01-03,2024-01-27,143,500,True,All,Car,Arjun Sharma
PRO0511,FLAT25NOW,Percentage,25,2024-01-29,2024-02-27,17,200,True,Mussoorie,Car,Arjun Sharma
PRO0512,SAVE30,Percentage,30,2024-03-03,2024-03-30,324,1000,True,Haridwar,All,Priya Admin
PRO0513,WEEKEND200DEAL,Flat,200,2024-01-05,2024-01-23,117,500,False,Dehradun,Car,Arjun Sharma
PRO0514,SUMMER20,Percentage,20,2024-01-21,2024-02-06,277,500,True,Dehradun,All,Priya Admin
PRO0515,SUMMER300OFF,Flat,300,2024-03-16,2024-03-31,215,500,True,Mussoorie,Scooty,Priya Admin
PRO0516,HILL250,Flat,250,2024-02-10,2024-02-19,307,1000,False,All,All,Priya Admin
PRO0517,BIKE250NOW,Flat,250,2024-03-22,2024-03-26,168,100,True,Mussoorie,Scooty,Priya Admin
PRO0518,MOUNTAIN300,Flat,300,2024-03-01,2024-03-10,243,1000,False,Nainital,Car,Priya Admin
PRO0519,HILL150,Flat,150,2024-03-02,2024-03-26,203,100,True,Haridwar,Car,Priya Admin
PRO0520,FLAT15NOW,Percentage,15,2024-03-10,2024-04-07,145,200,False,All,Car,Priya Admin
PRO0521,FLAT5OFF,Percentage,5,2024-02-11,2024-02-27,242,1000,True,Dehradun,Car,Priya Admin
PRO0522,BIKE20,Percentage,20,2024-02-21,2024-03-19,275,100,True,Chakrata,Bike,Priya Admin
PRO0523,FLAT5DEAL,Percentage,5,2024-01-06,2024-01-26,203,200,False,Rishikesh,Car,Priya Admin
PRO0524,CAR20DEAL,Percentage,20,2024-03-28,2024-04-12,288,200,False,Dehradun,Car,Priya Admin
PRO0525,TREK25OFF,Percentage,25,2024-03-07,2024-03-16,116,100,True,Dehradun,Bike,Priya Admin
PRO0526,CAR250OFF,Flat,250,2024-02-11,2024-03-03,256,200,False,All,Scooty,Priya Admin
PRO0527,HILL150,Flat,150,2024-01-27,2024-02-07,229,100,True,Dehradun,Bike,Arjun Sharma
PRO0528,MOUNTAIN5NOW,Percentage,5,2024-01-03,2024-01-12,204,1000,False,Mussoorie,All,Priya Admin
PRO0529,TREK150,Flat,150,2024-03-29,2024-04-20,457,100,True,All,Scooty,Priya Admin
PRO0530,TREK150,Flat,150,2024-01-01,2024-01-08,390,500,False,Dehradun,All,Arjun Sharma
PRO0531,FLAT10OFF,Percentage,10,2024-03-14,2024-03-20,188,200,True,All,Bike,Priya Admin
PRO0532,SPEED25NOW,Percentage,25,2024-02-29,2024-03-30,464,100,True,Rishikesh,Bike,Arjun Sharma
PRO0533,HILL5,Percentage,5,2024-03-26,2024-03-30,59,1000,True,All,Car,Priya Admin
PRO0534,SAVE50,Flat,50,2024-03-10,2024-03-20,466,1000,True,Dehradun,Car,Arjun Sharma
PRO0535,MOUNTAIN250OFF,Flat,250,2024-01-26,2024-02-01,113,100,False,All,Bike,Priya Admin
PRO0536,HILL200DEAL,Flat,200,2024-01-23,2024-01-29,36,100,False,All,Bike,Priya Admin
PRO0537,SPEED50DEAL,Flat,50,2024-02-08,2024-02-14,287,1000,False,Mussoorie,Bike,Arjun Sharma
PRO0538,MOUNTAIN300NOW,Flat,300,2024-01-25,2024-02-17,270,1000,True,Lansdowne,Car,Priya Admin
PRO0539,CAR15,Percentage,15,2024-02-16,2024-03-01,34,200,True,Mussoorie,All,Priya Admin
PRO0540,FLAT100,Flat,100,2024-02-11,2024-02-20,187,200,False,Dehradun,Scooty,Priya Admin
PRO0541,FLAT250,Flat,250,2024-03-03,2024-03-07,440,500,False,Rishikesh,All,Priya Admin
PRO0542,MOUNTAIN100,Flat,100,2024-01-10,2024-01-13,327,200,True,Haridwar,All,Priya Admin
PRO0543,WEEKEND10DEAL,Percentage,10,2024-03-22,2024-04-07,482,200,True,All,All,Arjun Sharma
PRO0544,HILL15,Percentage,15,2024-02-22,2024-03-13,241,500,True,Dehradun,All,Priya Admin
PRO0545,FLAT150DEAL,Flat,150,2024-02-08,2024-02-16,362,1000,False,Mussoorie,Bike,Arjun Sharma
PRO0546,CAR25DEAL,Percentage,25,2024-01-08,2024-02-03,413,500,True,Dehradun,All,Arjun Sharma
PRO0547,RIDE500,Flat,500,2024-02-18,2024-03-07,374,200,True,Haridwar,Scooty,Arjun Sharma
PRO0548,CAR50,Flat,50,2024-02-18,2024-02-29,330,1000,True,Dehradun,Bike,Priya Admin
PRO0549,MOUNTAIN20,Percentage,20,2024-02-16,2024-03-10,155,1000,True,Dehradun,Bike,Arjun Sharma
PRO0550,RIDE200OFF,Flat,200,2024-01-17,2024-02-03,185,500,True,Dehradun,Car,Arjun Sharma
PRO0551,SPEED10OFF,Percentage,10,2024-03-30,2024-04-28,443,200,True,Rishikesh,Bike,Priya Admin
PRO0552,CAR20OFF,Percentage,20,2024-01-31,2024-02-26,458,200,False,Dehradun,Scooty,Priya Admin
PRO0553,WEEKEND200OFF,Flat,200,2024-02-16,2024-03-14,271,100,False,All,Car,Arjun Sharma
PRO0554,RIDE300,Flat,300,2024-01-22,2024-01-26,253,100,False,Lansdowne,All,Arjun Sharma
PRO0555,RIDE500,Flat,500,2024-02-04,2024-02-13,186,100,True,Dehradun,Bike,Priya Admin
PRO0556,SPEED30,Percentage,30,2024-03-15,2024-04-13,28,500,False,All,Scooty,Priya Admin
PRO0557,CAR150DEAL,Flat,150,2024-02-11,2024-03-01,79,200,True,All,Scooty,Priya Admin
PRO0558,TREK200NOW,Flat,200,2024-02-12,2024-02-26,430,500,True,Dehradun,Bike,Priya Admin
PRO0559,BIKE150OFF,Flat,150,2024-01-03,2024-01-08,74,500,True,Rishikesh,Scooty,Priya Admin
PRO0560,MOUNTAIN100,Flat,100,2024-01-24,2024-02-20,217,1000,True,All,Car,Arjun Sharma
PRO0561,BIKE25,Percentage,25,2024-01-14,2024-01-25,230,100,False,Dehradun,All,Arjun Sharma
PRO0562,BIKE200OFF,Flat,200,2024-03-04,2024-03-21,61,200,True,Rishikesh,Bike,Priya Admin
PRO0563,RIDE20,Percentage,20,2024-01-19,2024-02-15,470,1000,True,Rishikesh,Bike,Priya Admin
PRO0564,HILL30NOW,Percentage,30,2024-02-08,2024-02-26,111,100,False,Nainital,Scooty,Priya Admin
PRO0565,SPEED250DEAL,Flat,250,2024-01-19,2024-02-05,153,1000,False,All,All,Priya Admin
PRO0566,CAR100OFF,Flat,100,2024-03-22,2024-03-25,364,1000,False,All,All,Priya Admin
PRO0567,GO300OFF,Flat,300,2024-01-17,2024-02-07,209,500,True,Dehradun,All,Priya Admin
PRO0568,SUMMER50,Flat,50,2024-02-10,2024-02-25,476,500,False,Rishikesh,All,Arjun Sharma
PRO0569,GO150,Flat,150,2024-03-17,2024-04-09,287,500,True,Nainital,Scooty,Arjun Sharma
PRO0570,BIKE15,Percentage,15,2024-03-12,2024-03-31,32,1000,True,Mussoorie,Bike,Priya Admin
PRO0571,GO5OFF,Percentage,5,2024-01-24,2024-02-09,328,100,True,Rishikesh,Car,Arjun Sharma
PRO0572,CAR20,Percentage,20,2024-01-07,2024-01-21,398,100,True,Auli,Scooty,Priya Admin
PRO0573,FLAT15OFF,Percentage,15,2024-02-04,2024-02-14,437,1000,False,Auli,All,Priya Admin
PRO0574,WEEKEND50OFF,Flat,50,2024-03-15,2024-04-10,341,200,True,Haridwar,All,Priya Admin
PRO0575,FLAT10,Percentage,10,2024-02-13,2024-03-01,425,200,True,Dehradun,All,Arjun Sharma
PRO0576,CAR250,Flat,250,2024-03-19,2024-04-09,166,1000,False,All,Bike,Arjun Sharma
PRO0577,WEEKEND100DEAL,Flat,100,2024-01-11,2024-02-06,430,1000,True,Lansdowne,All,Priya Admin
PRO0578,SUMMER500,Flat,500,2024-01-03,2024-01-26,275,1000,True,All,Car,Arjun Sharma
PRO0579,BIKE150OFF,Flat,150,2024-02-07,2024-02-21,55,500,True,All,Bike,Priya Admin
PRO0580,BIKE200NOW,Flat,200,2024-01-01,2024-01-22,98,500,False,Dehradun,All,Priya Admin
PRO0581,SPEED300DEAL,Flat,300,2024-01-01,2024-01-18,384,1000,True,Mussoorie,Scooty,Arjun Sharma
PRO0582,TREK100,Flat,100,2024-02-22,2024-03-13,97,100,True,Rishikesh,Bike,Priya Admin
PRO0583,WEEKEND20NOW,Percentage,20,2024-01-18,2024-02-14,391,500,False,Nainital,Car,Priya Admin
PRO0584,MOUNTAIN250OFF,Flat,250,2024-02-08,2024-02-12,82,1000,False,All,All,Arjun Sharma
PRO0585,SPEED25NOW,Percentage,25,2024-01-07,2024-01-23,64,500,True,Mussoorie,Car,Priya Admin
PRO0586,BIKE150,Flat,150,2024-01-16,2024-02-10,207,1000,True,Haridwar,All,Arjun Sharma
PRO0587,TREK5DEAL,Percentage,5,2024-02-23,2024-03-03,151,200,False,Mussoorie,All,Priya Admin
PRO0588,FLAT15DEAL,Percentage,15,2024-02-26,2024-03-23,94,200,True,Dehradun,Bike,Priya Admin
PRO0589,SPEED100,Flat,100,2024-02-09,2024-02-28,316,500,False,Haridwar,Bike,Arjun Sharma
PRO0590,WEEKEND15OFF,Percentage,15,2024-01-29,2024-02-11,490,200,True,Rishikesh,Scooty,Arjun Sharma
PRO0591,HILL10,Percentage,10,2024-03-07,2024-03-18,112,1000,False,Rishikesh,Scooty,Priya Admin
PRO0592,SUMMER100OFF,Flat,100,2024-01-21,2024-01-29,370,100,True,Rishikesh,Bike,Arjun Sharma
PRO0593,RIDE100,Flat,100,2024-01-07,2024-01-16,245,200,True,Rishikesh,Bike,Priya Admin
PRO0594,FLAT5NOW,Percentage,5,2024-01-17,2024-01-23,122,500,True,Rishikesh,Car,Arjun Sharma
PRO0595,SPEED500,Flat,500,2024-02-13,2024-03-03,471,500,True,Mussoorie,Scooty,Priya Admin
PRO0596,SAVE10DEAL,Percentage,10,2024-03-31,2024-04-23,410,500,False,Dehradun,Bike,Priya Admin
PRO0597,FLAT200,Flat,200,2024-01-25,2024-02-12,159,200,True,Dehradun,Scooty,Arjun Sharma
PRO0598,RIDE200DEAL,Flat,200,2024-02-21,2024-03-02,94,500,False,Mussoorie,All,Priya Admin
PRO0599,GO300OFF,Flat,300,2024-01-15,2024-01-30,151,500,False,Rishikesh,Car,Priya Admin
PRO0600,SAVE5,Percentage,5,2024-03-27,2024-04-20,483,1000,True,Rishikesh,Scooty,Priya Admin
PRO0601,HILL50DEAL,Flat,50,2024-01-24,2024-02-09,499,500,False,Rishikesh,Bike,Priya Admin
PRO0602,SAVE10DEAL,Percentage,10,2024-03-06,2024-03-16,211,200,False,Dehradun,Car,Priya Admin
PRO0603,FLAT500,Flat,500,2024-02-12,2024-02-18,78,200,False,All,All,Priya Admin
PRO0604,BIKE200NOW,Flat,200,2024-01-05,2024-01-18,229,1000,False,Chakrata,Scooty,Arjun Sharma
PRO0605,CAR15OFF,Percentage,15,2024-03-13,2024-04-02,117,500,True,Rishikesh,Scooty,Priya Admin
PRO0606,FLAT25OFF,Percentage,25,2024-03-16,2024-03-23,434,500,True,Rishikesh,Bike,Priya Admin
PRO0607,CAR15OFF,Percentage,15,2024-03-22,2024-04-14,313,100,True,Dehradun,All,Priya Admin
PRO0608,SAVE200NOW,Flat,200,2024-03-29,2024-04-09,268,1000,False,All,Bike,Arjun Sharma
PRO0609,SUMMER20,Percentage,20,2024-01-09,2024-01-29,206,500,True,All,Bike,Priya Admin
PRO0610,TREK300NOW,Flat,300,2024-01-11,2024-01-30,351,100,False,Rishikesh,Scooty,Priya Admin
PRO0611,BIKE15,Percentage,15,2024-02-04,2024-02-09,298,500,True,Nainital,Car,Arjun Sharma
PRO0612,SPEED20,Percentage,20,2024-02-06,2024-02-14,159,200,True,Rishikesh,All,Priya Admin
PRO0613,MOUNTAIN50,Flat,50,2024-01-22,2024-02-20,348,500,False,All,Bike,Priya Admin
PRO0614,TREK25OFF,Percentage,25,2024-01-15,2024-01-19,176,1000,False,Dehradun,All,Arjun Sharma
PRO0615,BIKE5OFF,Percentage,5,2024-02-09,2024-03-03,130,1000,True,Nainital,Bike,Priya Admin
PRO0616,BIKE300NOW,Flat,300,2024-03-24,2024-04-14,461,200,True,All,All,Priya Admin
PRO0617,GO25NOW,Percentage,25,2024-01-10,2024-01-13,223,1000,False,Rishikesh,Bike,Priya Admin
PRO0618,FLAT250DEAL,Flat,250,2024-01-03,2024-01-12,343,100,False,Rishikesh,Bike,Arjun Sharma
PRO0619,GO15DEAL,Percentage,15,2024-03-13,2024-04-12,413,500,True,Mussoorie,All,Priya Admin
PRO0620,SAVE500,Flat,500,2024-03-07,2024-04-01,89,100,True,Rishikesh,Scooty,Arjun Sharma
PRO0621,HILL250,Flat,250,2024-03-23,2024-04-01,361,1000,True,Dehradun,Car,Arjun Sharma
PRO0622,RIDE150NOW,Flat,150,2024-04-01,2024-04-29,45,100,True,All,Scooty,Arjun Sharma
PRO0623,SPEED200OFF,Flat,200,2024-01-14,2024-02-13,428,500,True,Mussoorie,Car,Priya Admin
PRO0624,SPEED50DEAL,Flat,50,2024-01-07,2024-01-28,210,100,True,Mussoorie,Car,Arjun Sharma
PRO0625,SPEED200NOW,Flat,200,2024-01-06,2024-01-12,257,500,True,Nainital,Scooty,Priya Admin
PRO0626,BIKE100NOW,Flat,100,2024-01-18,2024-01-30,392,500,False,Haridwar,All,Arjun Sharma
PRO0627,BIKE50OFF,Flat,50,2024-03-19,2024-04-09,64,1000,False,Dehradun,Scooty,Arjun Sharma
PRO0628,SAVE300OFF,Flat,300,2024-02-26,2024-03-20,444,200,False,Mussoorie,Scooty,Arjun Sharma
PRO0629,SUMMER20,Percentage,20,2024-01-11,2024-01-28,221,500,True,Mussoorie,Scooty,Priya Admin
PRO0630,MOUNTAIN500,Flat,500,2024-01-15,2024-02-09,128,1000,True,Rishikesh,Car,Priya Admin
PRO0631,TREK100OFF,Flat,100,2024-03-29,2024-04-13,200,200,False,Mussoorie,All,Arjun Sharma
PRO0632,RIDE30,Percentage,30,2024-01-18,2024-01-26,463,500,False,Dehradun,All,Arjun Sharma
PRO0633,MOUNTAIN250,Flat,250,2024-03-14,2024-04-03,154,500,True,All,Bike,Priya Admin
PRO0634,RIDE5DEAL,Percentage,5,2024-01-23,2024-02-02,395,1000,False,Mussoorie,Bike,Priya Admin
PRO0635,WEEKEND300,Flat,300,2024-02-14,2024-03-07,91,500,True,Chakrata,Bike,Arjun Sharma
PRO0636,HILL5,Percentage,5,2024-01-30,2024-02-08,381,500,True,Mussoorie,Car,Arjun Sharma
PRO0637,SAVE50,Flat,50,2024-03-01,2024-03-26,326,100,False,Dehradun,Bike,Arjun Sharma
PRO0638,SPEED10DEAL,Percentage,10,2024-02-22,2024-03-14,319,200,True,Dehradun,Scooty,Arjun Sharma
PRO0639,TREK10,Percentage,10,2024-03-11,2024-03-14,365,200,False,Mussoorie,Bike,Priya Admin
PRO0640,SPEED300,Flat,300,2024-01-26,2024-02-20,153,100,True,Haridwar,All,Priya Admin
PRO0641,TREK200DEAL,Flat,200,2024-01-12,2024-02-05,274,100,True,Haridwar,All,Priya Admin
PRO0642,BIKE300OFF,Flat,300,2024-01-20,2024-02-17,84,200,True,Haridwar,Car,Arjun Sharma
PRO0643,WEEKEND5,Percentage,5,2024-01-09,2024-02-06,306,500,False,All,Scooty,Arjun Sharma
PRO0644,CAR10NOW,Percentage,10,2024-01-19,2024-02-11,153,1000,True,Lansdowne,All,Priya Admin
PRO0645,GO50OFF,Flat,50,2024-01-01,2024-01-20,157,500,True,Rishikesh,Scooty,Priya Admin
PRO0646,SAVE15,Percentage,15,2024-03-17,2024-04-13,413,1000,True,Mussoorie,Scooty,Priya Admin
PRO0647,MOUNTAIN10,Percentage,10,2024-01-28,2024-02-18,343,200,True,Mussoorie,Car,Priya Admin
PRO0648,SAVE25OFF,Percentage,25,2024-01-12,2024-01-15,378,500,True,Mussoorie,Bike,Arjun Sharma
PRO0649,TREK50OFF,Flat,50,2024-01-04,2024-01-28,435,500,True,Dehradun,Scooty,Arjun Sharma
PRO0650,MOUNTAIN5NOW,Percentage,5,2024-02-18,2024-03-16,429,500,True,All,Scooty,Priya Admin
PRO0651,BIKE500NOW,Flat,500,2024-03-27,2024-04-16,44,1000,False,Haridwar,Scooty,Arjun Sharma
PRO0652,MOUNTAIN100,Flat,100,2024-01-03,2024-01-15,252,500,False,Mussoorie,All,Arjun Sharma
PRO0653,WEEKEND30,Percentage,30,2024-02-09,2024-02-14,269,200,True,Mussoorie,Bike,Arjun Sharma
PRO0654,SUMMER20NOW,Percentage,20,2024-02-14,2024-02-20,211,500,True,All,All,Priya Admin
PRO0655,WEEKEND25DEAL,Percentage,25,2024-03-06,2024-03-09,311,1000,False,Chakrata,Car,Priya Admin
PRO0656,SAVE15,Percentage,15,2024-01-06,2024-01-25,379,500,False,Dehradun,All,Priya Admin
PRO0657,RIDE5,Percentage,5,2024-02-06,2024-02-24,455,500,False,Mussoorie,Scooty,Priya Admin
PRO0658,MOUNTAIN20,Percentage,20,2024-01-29,2024-02-06,446,500,True,Dehradun,Bike,Priya Admin
PRO0659,WEEKEND10OFF,Percentage,10,2024-03-28,2024-04-02,245,1000,True,Dehradun,Bike,Priya Admin
PRO0660,WEEKEND10NOW,Percentage,10,2024-02-12,2024-03-11,89,1000,True,Dehradun,Car,Priya Admin
PRO0661,MOUNTAIN25,Percentage,25,2024-03-08,2024-03-17,201,100,True,Rishikesh,Car,Arjun Sharma
PRO0662,TREK500DEAL,Flat,500,2024-02-05,2024-02-15,299,100,False,Haridwar,Bike,Priya Admin
PRO0663,TREK300DEAL,Flat,300,2024-02-10,2024-02-27,333,1000,True,Nainital,Bike,Arjun Sharma
PRO0664,WEEKEND15DEAL,Percentage,15,2024-01-03,2024-01-12,280,100,True,Rishikesh,Car,Arjun Sharma
PRO0665,BIKE50OFF,Flat,50,2024-02-25,2024-03-03,184,500,False,Nainital,Car,Arjun Sharma
PRO0666,RIDE500OFF,Flat,500,2024-01-31,2024-02-17,109,100,True,All,Bike,Priya Admin
PRO0667,GO150DEAL,Flat,150,2024-02-21,2024-03-19,444,100,False,All,All,Arjun Sharma
PRO0668,SAVE100NOW,Flat,100,2024-03-10,2024-04-04,488,500,False,Dehradun,Car,Arjun Sharma
PRO0669,FLAT10,Percentage,10,2024-02-05,2024-02-20,279,200,False,All,All,Priya Admin
PRO0670,WEEKEND50,Flat,50,2024-03-21,2024-03-29,373,500,True,Rishikesh,Bike,Priya Admin
PRO0671,HILL5,Percentage,5,2024-02-27,2024-03-27,410,1000,True,Dehradun,All,Arjun Sharma
PRO0672,BIKE20,Percentage,20,2024-01-31,2024-02-12,220,200,True,Rishikesh,Bike,Arjun Sharma
PRO0673,SUMMER500NOW,Flat,500,2024-02-11,2024-02-20,167,200,False,All,Scooty,Arjun Sharma
PRO0674,WEEKEND30,Percentage,30,2024-01-21,2024-02-01,16,200,True,Dehradun,Car,Arjun Sharma
PRO0675,WEEKEND15OFF,Percentage,15,2024-01-05,2024-01-28,74,500,True,Nainital,All,Priya Admin
PRO0676,GO300DEAL,Flat,300,2024-03-03,2024-03-28,445,200,False,Rishikesh,All,Arjun Sharma
PRO0677,CAR150DEAL,Flat,150,2024-01-24,2024-01-30,299,200,False,Nainital,Car,Arjun Sharma
PRO0678,SAVE300DEAL,Flat,300,2024-01-30,2024-02-24,251,1000,True,All,Scooty,Priya Admin
PRO0679,MOUNTAIN25,Percentage,25,2024-03-26,2024-04-25,177,500,False,All,Car,Priya Admin
PRO0680,TREK15OFF,Percentage,15,2024-02-15,2024-03-16,377,200,True,Dehradun,Car,Arjun Sharma
PRO0681,MOUNTAIN250NOW,Flat,250,2024-03-12,2024-03-31,264,1000,True,Dehradun,Scooty,Arjun Sharma
PRO0682,MOUNTAIN15,Percentage,15,2024-03-21,2024-03-24,10,200,False,Dehradun,All,Arjun Sharma
PRO0683,SUMMER25DEAL,Percentage,25,2024-01-12,2024-01-17,6,1000,True,All,Scooty,Priya Admin
PRO0684,SAVE5,Percentage,5,2024-02-23,2024-03-03,156,500,True,Dehradun,Bike,Priya Admin
PRO0685,FLAT500DEAL,Flat,500,2024-03-22,2024-04-09,10,500,True,Dehradun,Bike,Arjun Sharma
PRO0686,CAR50,Flat,50,2024-01-30,2024-02-16,297,500,False,Mussoorie,All,Priya Admin
PRO0687,SAVE10NOW,Percentage,10,2024-03-03,2024-03-09,114,500,True,Dehradun,Car,Priya Admin
PRO0688,GO100NOW,Flat,100,2024-03-21,2024-04-15,90,100,True,All,Bike,Arjun Sharma
PRO0689,SAVE10,Percentage,10,2024-03-02,2024-03-06,133,200,False,Dehradun,Car,Arjun Sharma
PRO0690,GO20DEAL,Percentage,20,2024-02-15,2024-02-28,315,200,True,Mussoorie,All,Arjun Sharma
PRO0691,WEEKEND30,Percentage,30,2024-02-01,2024-02-07,50,500,True,Rishikesh,All,Priya Admin
PRO0692,GO15,Percentage,15,2024-01-31,2024-02-24,363,200,True,Mussoorie,Car,Arjun Sharma
PRO0693,SUMMER300,Flat,300,2024-02-05,2024-02-23,444,100,False,Chakrata,Bike,Priya Admin
PRO0694,TREK20DEAL,Percentage,20,2024-01-20,2024-01-25,496,1000,True,Dehradun,Car,Priya Admin
PRO0695,WEEKEND30OFF,Percentage,30,2024-02-01,2024-02-19,441,500,True,Nainital,Scooty,Arjun Sharma
PRO0696,SAVE300,Flat,300,2024-03-11,2024-03-17,437,500,True,Rishikesh,All,Arjun Sharma
PRO0697,MOUNTAIN150OFF,Flat,150,2024-03-13,2024-03-20,316,1000,True,Dehradun,Car,Arjun Sharma
PRO0698,GO50OFF,Flat,50,2024-03-16,2024-03-19,392,1000,True,Haridwar,Car,Priya Admin
PRO0699,BIKE150OFF,Flat,150,2024-03-15,2024-04-07,190,100,True,All,Bike,Priya Admin
PRO0700,RIDE20DEAL,Percentage,20,2024-02-06,2024-03-07,386,200,True,Dehradun,Car,Priya Admin
PRO0701,CAR5,Percentage,5,2024-03-04,2024-03-08,311,500,True,Lansdowne,Car,Arjun Sharma
PRO0702,SUMMER100,Flat,100,2024-01-20,2024-01-30,90,1000,True,Rishikesh,Scooty,Priya Admin
PRO0703,BIKE150OFF,Flat,150,2024-03-28,2024-04-09,202,1000,True,Rishikesh,Bike,Arjun Sharma
PRO0704,SAVE50,Flat,50,2024-03-07,2024-03-17,85,500,True,Lansdowne,All,Arjun Sharma
PRO0705,TREK15NOW,Percentage,15,2024-03-19,2024-04-13,143,1000,False,Mussoorie,Bike,Priya Admin
PRO0706,FLAT25NOW,Percentage,25,2024-03-31,2024-04-28,83,100,False,Rishikesh,Scooty,Arjun Sharma
PRO0707,GO200,Flat,200,2024-01-11,2024-01-30,423,200,False,Nainital,All,Arjun Sharma
PRO0708,SUMMER20NOW,Percentage,20,2024-01-09,2024-01-30,198,1000,True,Auli,All,Priya Admin
PRO0709,SUMMER150DEAL,Flat,150,2024-03-16,2024-03-27,135,1000,True,Dehradun,Car,Priya Admin
PRO0710,SPEED10,Percentage,10,2024-02-26,2024-03-23,401,1000,True,Haridwar,Bike,Priya Admin
PRO0711,BIKE100NOW,Flat,100,2024-02-04,2024-02-14,337,100,False,Dehradun,All,Priya Admin
PRO0712,CAR10,Percentage,10,2024-03-31,2024-04-09,297,100,True,Mussoorie,Bike,Priya Admin
PRO0713,SUMMER100,Flat,100,2024-03-20,2024-03-28,257,1000,True,Nainital,Scooty,Arjun Sharma
PRO0714,HILL300NOW,Flat,300,2024-03-14,2024-04-02,112,500,False,Dehradun,All,Priya Admin
PRO0715,SPEED100,Flat,100,2024-02-08,2024-02-20,175,100,True,Rishikesh,Car,Priya Admin
PRO0716,CAR25NOW,Percentage,25,2024-01-30,2024-02-29,397,100,True,Rishikesh,Bike,Arjun Sharma
PRO0717,SPEED250,Flat,250,2024-01-17,2024-02-07,451,1000,True,Lansdowne,Scooty,Priya Admin
PRO0718,BIKE500NOW,Flat,500,2024-02-24,2024-03-05,197,200,False,Dehradun,Bike,Priya Admin
PRO0719,FLAT5,Percentage,5,2024-02-27,2024-03-12,131,100,False,Rishikesh,Bike,Arjun Sharma
PRO0720,FLAT5OFF,Percentage,5,2024-01-09,2024-01-26,406,500,True,Dehradun,Scooty,Arjun Sharma
PRO0721,CAR200,Flat,200,2024-03-23,2024-04-13,371,500,False,Dehradun,Bike,Priya Admin
PRO0722,SPEED300DEAL,Flat,300,2024-01-09,2024-01-25,20,200,True,Dehradun,All,Arjun Sharma
